1259	746876	0.8443208895949166	243602	0.9737887212073074	86275	0.795869737887212	24522	0.7839555202541699	388229
67	158023	0.9850746268656716	1211	1.0	1519	0.9850746268656716	650	0.9850746268656716	2991
1280	141316	1.46484375	493901	0.97421875	32860	0.83671875	10278	0.8765625	600900
20	1173	0.95	205	1.0	94	0.95	103	0.95	303
11	839	1.0	83	0.7272727272727273	44	0.8181818181818182	42	0.7272727272727273	202
19	1032	1.0	203	1.0	78	1.0	103	1.0	287
9	574	1.0	1097	1.0	35	1.0	44	1.0	1145
10	653	0.9	156	1.0	41	1.0	52	0.9	199
5	350	1.0	29	1.0	50	1.0	20	1.0	49
