0.062500,0.104167
0.040816,0.163265
0.040816,0.244898
0.000000,0.039216
0.033898,0.152542
0.114754,0.180328
0.029851,0.074627
0.014706,0.058824
0.071429,0.228571
0.089888,0.134831
0.000000,0.044944
0.063830,0.191489
0.021053,0.084211
0.019048,0.066667
0.027778,0.138889
0.018018,0.072072
0.026087,0.095652
0.042017,0.142857
0.024390,0.121951
0.006944,0.020833
0.027397,0.095890
0.205298,0.238411
0.099338,0.225166
0.033654,0.067308
0.228137,0.266160
0.000000,0.016216
0.000000,0.045652
0.001522,0.035008
0.015278,0.037500
0.015278,0.037500
0.015278,0.037500
0.015278,0.037500
0.014793,0.037475
0.069747,0.082825
0.148919,0.153723
0.021335,0.063457
0.006299,0.018110
0.010895,0.038134
0.033384,0.078714
0.085577,0.109663
0.034881,0.044493
0.064053,0.065767
0.027156,0.028400
0.000761,0.010462
0.010356,0.017887
0.010356,0.017887
0.010356,0.017887
0.010356,0.017887
0.016245,0.118244
0.013713,0.015928
0.072326,0.190037
0.092985,0.189892
0.004200,0.028200
0.014100,0.070900
0.044700,0.092700
0.040400,0.051500
0.024900,0.168500
0.123800,0.143600
0.037600,0.055300
0.032100,0.059800
0.113600,0.212700
0.121700,0.182700
0.247300,0.327600
0.144000,0.268600
0.007519,0.172932
0.157238,0.207155
0.033708,0.064607
0.031397,0.073783
0.021657,0.051789
0.157767,0.233010
0.081481,0.283951
0.039474,0.154605
0.026183,0.041289
0.023810,0.112245
0.009390,0.136150
0.009238,0.083141
0.018317,0.057635
0.077327,0.117868
0.007156,0.032200
0.025547,0.080292
0.025806,0.245161
0.022609,0.095652
0.064148,0.184534
0.061560,0.173735
0.014634,0.243902
0.076408,0.168901
0.014793,0.035503
0.108803,0.148368
0.040600,0.074139
0.035088,0.210526
0.034591,0.077044
0.010753,0.150538
0.007109,0.066351
0.028659,0.076424
0.021739,0.195652
0.034483,0.158621
0.014815,0.200000
0.000000,0.107143
