((A → A) → A), 77111.0, -1, 45117.0, -1, 724.0, -1
(A → (A → A)), 21010.0, 3, 24461.0, 3, 873.0, 3
((B → A) → A), 511.0, -1, 12387.0, -1, 1321.0, -1
(B → (A → A)), 559.0, 3, 972.0, 3, 923.0, 3
((A → B) → A), 448.0, -1, 761.0, -1, 790.0, -1
(A → (B → A)), 581.0, 3, 948.0, 3, 1040.0, 3
((B → B) → A), 505.0, -1, 793.0, -1, 803.0, -1
(B → (B → A)), 651.0, -1, 1167.0, -1, 1060.0, -1
((C → B) → A), 475.0, -1, 760.0, -1, 865.0, -1
(C → (B → A)), 614.0, -1, 1400.0, -1, 1479.0, -1
