((A → A) → A), 3227.0, -1, 3767.0, -1, 746.0, -1
(A → (A → A)), 1860.0, 3, 2326.0, 3, 756.0, 3
((B → A) → A), 503.0, -1, 25415.0, -1, 1300.0, -1
(B → (A → A)), 544.0, 3, 989.0, 3, 1015.0, 3
((A → B) → A), 528.0, -1, 1018.0, -1, 732.0, -1
(A → (B → A)), 632.0, 3, 1067.0, 3, 984.0, 3
((B → B) → A), 488.0, -1, 697.0, -1, 709.0, -1
(B → (B → A)), 667.0, -1, 1044.0, -1, 1322.0, -1
((C → B) → A), 499.0, -1, 763.0, -1, 735.0, -1
(C → (B → A)), 651.0, -1, 1451.0, -1, 1379.0, -1
